"BU_DESC__c","BU_ID__c","Code_Indexing__c","COUNTRY_ID__c","COUNTRY__c","GM_DESC__c","GM_ID__c","Id","MARKET_DESC__c","MARKET_ID__c","Name","OwnerId","Product_Id__c","Product_Name__c","RHMS_Vertical_Id__c","SBU1_DESC__c","SBU1_ID__c","SBU2_DESC__c","SBU2_ID__c","STATE_ID__c","SUBVERTICAL_DESC__c","SUBVERTICAL_ID__c","VERTICAL_DESC__c","VERTICAL_ID__c"
"","","CHL||AT","CHL","Chile","","","a0h0q000004KjPzAAK","","","Atacama","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","COL||AT","COL","Colombia","","","a0h0q000004KjQ0AAK","","","AtlÃ¡ntico","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","GBR||AT","GBR","United Kingdom","","","a0h0q000004KjQ1AAK","","","Antrim","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","GRC||AT","GRC","Greece","","","a0h0q000004KjQ2AAK","","","Attica","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","ITA||AT","ITA","Italy","","","a0h0q000004KjQ3AAK","","","Asti","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","KAZ||AT","KAZ","Kazakhstan","","","a0h0q000004KjQ4AAK","","","Atyrau","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","NLD||AT","NLD","Netherlands","","","a0h0q000004KjQ5AAK","","","Aalten","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","THA||AT","THA","Thailand","","","a0h0q000004KjQ6AAK","","","Ang Thong","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","TUR||AT","TUR","Turkey","","","a0h0q000004KjQ7AAK","","","Antalya","0050q0000036HRvAAM","","","","","","","","AT","","","",""
"","","FRA||AU","FRA","France","","","a0h0q000004KjQ8AAK","","","Aude","0050q0000036HRvAAM","","","","","","","","AU","","","",""
"","","NLD||AU","NLD","Netherlands","","","a0h0q000004KjQ9AAK","","","Anna Paulowna","0050q0000036HRvAAM","","","","","","","","AU","","","",""
"","","NOR||AU","NOR","Norway","","","a0h0q000004KjQAAA0","","","Aust-Agder","0050q0000036HRvAAM","","","","","","","","AU","","","",""
"","","NZL||AU","NZL","New Zealand","","","a0h0q000004KjQBAA0","","","Auckland Region","0050q0000036HRvAAM","","","","","","","","AU","","","",""
"","","PHL||AU","PHL","Philippines","","","a0h0q000004KjQCAA0","","","Agusan del Sur","0050q0000036HRvAAM","","","","","","","","AU","","","",""
"","","ESP||AV","ESP","Spain","","","a0h0q000004KjQDAA0","","","Avila","0050q0000036HRvAAM","","","","","","","","AV","","","",""
"","","ITA||AV","ITA","Italy","","","a0h0q000004KjQEAA0","","","Avellino","0050q0000036HRvAAM","","","","","","","","AV","","","",""
"","","NLD||AV","NLD","Netherlands","","","a0h0q000004KjQFAA0","","","Arcen En Velden","0050q0000036HRvAAM","","","","","","","","AV","","","",""
"","","PRT||AV","PRT","Portugal","","","a0h0q000004KjQGAA0","","","Aveiro","0050q0000036HRvAAM","","","","","","","","AV","","","",""
"","","TUR||AV","TUR","Turkey","","","a0h0q000004KjQHAA0","","","Artvin","0050q0000036HRvAAM","","","","","","","","AV","","","",""
"","","NLD||AW","NLD","Netherlands","","","a0h0q000004KjQIAA0","","","Angerlo","0050q0000036HRvAAM","","","","","","","","AW","","","",""
"","","NLD||AX","NLD","Netherlands","","","a0h0q000004KjQJAA0","","","Axel","0050q0000036HRvAAM","","","","","","","","AX","","","",""
"","","FRA||AY","FRA","France","","","a0h0q000004KjQKAA0","","","Aveyron","0050q0000036HRvAAM","","","","","","","","AY","","","",""
"","","NLD||AY","NLD","Netherlands","","","a0h0q000004KjQLAA0","","","Appingedam","0050q0000036HRvAAM","","","","","","","","AY","","","",""
"","","PER||AY","PER","Peru","","","a0h0q000004KjQMAA0","","","Ayacucho","0050q0000036HRvAAM","","","","","","","","AY","","","",""
"","","TUR||AY","TUR","Turkey","","","a0h0q000004KjQNAA0","","","Aydin","0050q0000036HRvAAM","","","","","","","","AY","","","",""
"","","ARE||AZ","ARE","United Arab Emirates","","","a0h0q000004KjQOAA0","","","Abu Dhabi","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","AZE||AZ","AZE","Azerbaijan","","","a0h0q000004KjQPAA0","","","Azerbaijan","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","ECU||AZ","ECU","Ecuador","","","a0h0q000004KjQQAA0","","","Azuay","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","JOR||AZ","JOR","Jordan","","","a0h0q000004KjQRAA0","","","Az Zarqa","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","NLD||AZ","NLD","Netherlands","","","a0h0q000004KjQSAA0","","","Ammerzoden","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","PRT||AZ","PRT","Portugal","","","a0h0q000004KjQTAA0","","","Azores Islands","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","USA||AZ","USA","United States","","","a0h0q000004KjQUAA0","","","Arizona","0050q0000036HRvAAM","","","","","","","","AZ","","","",""
"","","ARG||BA","ARG","Argentina","","","a0h0q000004KjQVAA0","","","Buenos Aires","0050q0000036HRvAAM","","","","","","","","BA","","","",""
"RCGTH-NA","1","NA||46||1||431","","","RCGTH NA","46","a0h0q000004KjQWAA0","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West","0050q0000036HRvAAM","","","","T&H US North West","431","","","","","","",""
"RCGTH-NA","1","NA||46||1||432||809","","","RCGTH NA","46","a0h0q000004KjQXAA0","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Travel Provider","0050q0000036HRvAAM","","","","T&H US North Central","432","Travel Provider","809","","","","",""
"RCGTH-NA","1","NA||46||1||432||810","","","RCGTH NA","46","a0h0q000004KjQYAA0","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Travel Intermediary","0050q0000036HRvAAM","","","","T&H US North Central","432","Travel Intermediary","810","","","","",""
"RCGTH-NA","1","NA||46||1||432||811","","","RCGTH NA","46","a0h0q000004KjQZAA0","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Hospitality","0050q0000036HRvAAM","","","","T&H US North Central","432","Hospitality","811","","","","",""
"RCGTH-NA","1","NA||46||1||432||812","","","RCGTH NA","46","a0h0q000004KjQaAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Real Estate","0050q0000036HRvAAM","","","","T&H US North Central","432","Real Estate","812","","","","",""
"RCGTH-NA","1","NA||46||1||432||813","","","RCGTH NA","46","a0h0q000004KjQbAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Restaurant & Food Services","0050q0000036HRvAAM","","","","T&H US North Central","432","Restaurant & Food Services","813","","","","",""
"RCGTH-NA","1","NA||46||1||432","","","RCGTH NA","46","a0h0q000004KjQcAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central","0050q0000036HRvAAM","","","","T&H US North Central","432","","","","","","",""
"RCGTH-NA","1","NA||46||1||433||804","","","RCGTH NA","46","a0h0q000004KjQdAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Travel Provider","0050q0000036HRvAAM","","","","T&H US Central Restaurants","433","Travel Provider","804","","","","",""
"RCGTH-NA","1","NA||46||1||433||805","","","RCGTH NA","46","a0h0q000004KjQeAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Travel Intermediary","0050q0000036HRvAAM","","","","T&H US Central Restaurants","433","Travel Intermediary","805","","","","",""
"RCGTH-NA","1","NA||46||1||433||806","","","RCGTH NA","46","a0h0q000004KjQfAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Hospitality","0050q0000036HRvAAM","","","","T&H US Central Restaurants","433","Hospitality","806","","","","",""
"RCGTH-NA","1","NA||46||1||433||807","","","RCGTH NA","46","a0h0q000004KjQgAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Real Estate","0050q0000036HRvAAM","","","","T&H US Central Restaurants","433","Real Estate","807","","","","",""
"T&H-NA","151","NA|46|151|442|893","","","RCGTH NA","46","a0h0q000004KjQhAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|T&H-NA|T&H US North East|Real Estate","0050q0000036HRvAAM","","","","T&H US North East","442","Real Estate","893","","","","",""
"RCGTH-NA","1","NA||46||1||433","","","RCGTH NA","46","a0h0q000004KjQiAAK","NORTH AMERICA","NA","NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants","0050q0000036HRvAAM","","","","T&H US Central Restaurants","433","","","","","","",""
"Technology-NA","21","NA||45||21||263||528","","","CMT NA","45","a0h0q000004KjQjAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|SA SBU!|DevOps","0050q0000036HRvAAM","","","","SA SBU!","263","DevOps","528","","","","",""
"Technology-NA","21","NA||45||21||291||529","","","CMT NA","45","a0h0q000004KjQkAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|HI TECH!|DevOps","0050q0000036HRvAAM","","","","HI TECH!","291","DevOps","529","","","","",""
"Technology-NA","21","NA||45||21||532||1162","","","CMT NA","45","a0h0q000004KjQlAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Internet & Software|Software NA","0050q0000036HRvAAM","","","","Internet & Software","532","Software NA","1162","","","","",""
"Technology-NA","21","NA||45||21||532||1163","","","CMT NA","45","a0h0q000004KjQmAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Internet & Software|Internet NA","0050q0000036HRvAAM","","","","Internet & Software","532","Internet NA","1163","","","","",""
"Technology-NA","21","NA||45||21||535||1164","","","CMT NA","45","a0h0q000004KjQnAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Info Services|RE GROUP","0050q0000036HRvAAM","","","","Info Services","535","RE GROUP","1164","","","","",""
"Technology-NA","21","NA||45||21||536||1116","","","CMT NA","45","a0h0q000004KjQoAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Google|LATAM","0050q0000036HRvAAM","","","","Google","536","LATAM","1116","","","","",""
"Technology-NA","21","NA||45||21||537||1113","","","CMT NA","45","a0h0q000004KjQpAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|West","0050q0000036HRvAAM","","","","Hi Tech","537","West","1113","","","","",""
"Technology-NA","21","NA||45||21||537||1114","","","CMT NA","45","a0h0q000004KjQqAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|Rest","0050q0000036HRvAAM","","","","Hi Tech","537","Rest","1114","","","","",""
"Technology-NA","21","NA||45||21||537||1115","","","CMT NA","45","a0h0q000004KjQrAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|Apple","0050q0000036HRvAAM","","","","Hi Tech","537","Apple","1115","","","","",""
"Technology-NA","21","NA||45||21||65||150","","","CMT NA","45","a0h0q000004KjQsAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ISV!|ISV - BUSINESS APPLI","0050q0000036HRvAAM","","","","ISV!","65","ISV - BUSINESS APPLI","150","","","","",""
"Technology-NA","21","NA||45||21||65||151","","","CMT NA","45","a0h0q000004KjQtAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ISV!|ISV - PRACTICE.","0050q0000036HRvAAM","","","","ISV!","65","ISV - PRACTICE.","151","","","","",""
"Technology-NA","21","NA||45||21||65||526","","","CMT NA","45","a0h0q000004KjQuAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ISV!|DevOps","0050q0000036HRvAAM","","","","ISV!","65","DevOps","526","","","","",""
"Technology-NA","21","NA||45||21||67||422","","","CMT NA","45","a0h0q000004KjQvAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|OTHER TECH.|ISV- PRACTICE.","0050q0000036HRvAAM","","","","OTHER TECH.","67","ISV- PRACTICE.","422","","","","",""
"Technology-NA","21","NA||45||21||68||527","","","CMT NA","45","a0h0q000004KjQwAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|Technology-NA|ONLINE SERVICES!|DevOps","0050q0000036HRvAAM","","","","ONLINE SERVICES!","68","DevOps","527","","","","",""
"CommsMedia-NA","3","NA||45||3||284||571","","","CMT NA","45","a0h0q000004KjQxAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SE Comtech|itaas","0050q0000036HRvAAM","","","","SE Comtech","284","itaas","571","","","","",""
"CommsMedia-NA","3","NA||45||3||286||715","","","CMT NA","45","a0h0q000004KjQyAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|ISV NA|itaas","0050q0000036HRvAAM","","","","ISV NA","286","itaas","715","","","","",""
"CommsMedia-NA","3","NA||45||3||287||572","","","CMT NA","45","a0h0q000004KjQzAAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|West Comtech|itaas","0050q0000036HRvAAM","","","","West Comtech","287","itaas","572","","","","",""
"CommsMedia-NA","3","NA||45||3||288||570","","","CMT NA","45","a0h0q000004KjR0AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|NA Comms|itaas","0050q0000036HRvAAM","","","","NA Comms","288","itaas","570","","","","",""
"CommsMedia-NA","3","NA||45||3||361||559","","","CMT NA","45","a0h0q000004KjR1AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|SIA - COMCAST","0050q0000036HRvAAM","","","","SIA","361","SIA - COMCAST","559","","","","",""
"CommsMedia-NA","3","NA||45||3||361||560","","","CMT NA","45","a0h0q000004KjR2AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|SIA - APPLE","0050q0000036HRvAAM","","","","SIA","361","SIA - APPLE","560","","","","",""
"CommsMedia-NA","3","NA||45||3||361||573","","","CMT NA","45","a0h0q000004KjR3AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|itaas","0050q0000036HRvAAM","","","","SIA","361","itaas","573","","","","",""
"CommsMedia-NA","3","NA||45||3||362||661","","","CMT NA","45","a0h0q000004KjR4AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Online NA|Google Global","0050q0000036HRvAAM","","","","Online NA","362","Google Global","661","","","","",""
"CommsMedia-NA","3","NA||45||3||394||750","","","CMT NA","45","a0h0q000004KjR5AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|Central Comtech|itaas","0050q0000036HRvAAM","","","","Central Comtech","394","itaas","750","","","","",""
"CommsMedia-NA","3","NA||45||3||395||652","","","CMT NA","45","a0h0q000004KjR6AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|NE Comtech|itaas","0050q0000036HRvAAM","","","","NE Comtech","395","itaas","652","","","","",""
"CommsMedia-NA","3","NA||45||3||396||657","","","CMT NA","45","a0h0q000004KjR7AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Comcast|itaas","0050q0000036HRvAAM","","","","SIA Comcast","396","itaas","657","","","","",""
"CommsMedia-NA","3","NA||45||3||397||635","","","CMT NA","45","a0h0q000004KjR8AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|UK","0050q0000036HRvAAM","","","","SIA Apple NA","397","UK","635","","","","",""
"CommsMedia-NA","3","NA||45||3||397||636","","","CMT NA","45","a0h0q000004KjR9AAK","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|US","0050q0000036HRvAAM","","","","SIA Apple NA","397","US","636","","","","",""
"CommsMedia-NA","3","NA||45||3||397||637","","","CMT NA","45","a0h0q000004KjRAAA0","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|Brazil","0050q0000036HRvAAM","","","","SIA Apple NA","397","Brazil","637","","","","",""
"CommsMedia-NA","3","NA||45||3||397||638","","","CMT NA","45","a0h0q000004KjRBAA0","NORTH AMERICA","NA","NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|China","0050q0000036HRvAAM","","","","SIA Apple NA","397","China","638","","","","",""
"BFS-NA","53","NA||43||53||117||226","","","FSI NA","43","a0h0q000004KjRCAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|CS US","0050q0000036HRvAAM","","","","OTHERS.","117","CS US","226","","","","",""
"BFS-NA","53","NA||43||53||117||395","","","FSI NA","43","a0h0q000004KjRDAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|OTHERS - OTHERS","0050q0000036HRvAAM","","","","OTHERS.","117","OTHERS - OTHERS","395","","","","",""
"BFS-NA","53","NA||43||53||117||473","","","FSI NA","43","a0h0q000004KjREAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|BFS SINGAPORE-MALAY","0050q0000036HRvAAM","","","","OTHERS.","117","BFS SINGAPORE-MALAY","473","","","","",""
"BFS-NA","53","NA||43||53||117||579","","","FSI NA","43","a0h0q000004KjRFAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|FICO (US)","0050q0000036HRvAAM","","","","OTHERS.","117","FICO (US)","579","","","","",""
"BFS-NA","53","NA||43||53||122||372","","","FSI NA","43","a0h0q000004KjRGAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|CANADA..","0050q0000036HRvAAM","","","","JPMC-NA & CANADA","122","CANADA..","372","","","","",""
"BFS-NA","53","NA||43||53||122||373","","","FSI NA","43","a0h0q000004KjRHAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|JPMC NA","0050q0000036HRvAAM","","","","JPMC-NA & CANADA","122","JPMC NA","373","","","","",""
"BFS-NA","53","NA||43||53||122||725","","","FSI NA","43","a0h0q000004KjRIAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|LATIN AMERICA","0050q0000036HRvAAM","","","","JPMC-NA & CANADA","122","LATIN AMERICA","725","","","","",""
"BFS-NA","53","NA||43||53||123||272","","","FSI NA","43","a0h0q000004KjRJAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|REST OF US|RESTOFUS-OTHERS","0050q0000036HRvAAM","","","","REST OF US","123","RESTOFUS-OTHERS","272","","","","",""
"BFS-NA","53","NA||43||53||123||386","","","FSI NA","43","a0h0q000004KjRKAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|REST OF US|ROUS – SENIOR CP 1","0050q0000036HRvAAM","","","","REST OF US","123","ROUS – SENIOR CP 1","386","","","","",""
"BFS-NA","53","NA||43||53||123||388","","","FSI NA","43","a0h0q000004KjRLAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|REST OF US|ROUS - SENIOR CP 2","0050q0000036HRvAAM","","","","REST OF US","123","ROUS - SENIOR CP 2","388","","","","",""
"BFS-NA","53","NA||43||53||123||664","","","FSI NA","43","a0h0q000004KjRMAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|REST OF US|Wells Fargo - NA","0050q0000036HRvAAM","","","","REST OF US","123","Wells Fargo - NA","664","","","","",""
"BFS-NA","53","NA||43||53||147||229","","","FSI NA","43","a0h0q000004KjRNAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|UBS - NA|UBS - NA - NA","0050q0000036HRvAAM","","","","UBS - NA","147","UBS - NA - NA","229","","","","",""
"BFS-NA","53","NA||43||53||153||396","","","FSI NA","43","a0h0q000004KjROAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|CPNE - OTHERS","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","CPNE - OTHERS","396","","","","",""
"BFS-NA","53","NA||43||53||153||399","","","FSI NA","43","a0h0q000004KjRPAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP1 - CPNE","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","SENIOR CP1 - CPNE","399","","","","",""
"BFS-NA","53","NA||43||53||153||400","","","FSI NA","43","a0h0q000004KjRQAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 2 - CPNE","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","SENIOR CP 2 - CPNE","400","","","","",""
"BFS-NA","53","NA||43||53||153||457","","","FSI NA","43","a0h0q000004KjRRAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 3 - CPNE","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","SENIOR CP 3 - CPNE","457","","","","",""
"BFS-NA","53","NA||43||53||153||548","","","FSI NA","43","a0h0q000004KjRSAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 4 – CPNE","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","SENIOR CP 4 – CPNE","548","","","","",""
"BFS-NA","53","NA||43||53||153||658","","","FSI NA","43","a0h0q000004KjRTAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|AMERICAN EXPRESS NA","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","AMERICAN EXPRESS NA","658","","","","",""
"BFS-NA","53","NA||43||53||153||659","","","FSI NA","43","a0h0q000004KjRUAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|GOVT - NA","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","GOVT - NA","659","","","","",""
"BFS-NA","53","NA||43||53||153||660","","","FSI NA","43","a0h0q000004KjRVAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|LATIN AMERICA","0050q0000036HRvAAM","","","","Americas East - (AMEAST)","153","LATIN AMERICA","660","","","","",""
"BFS-NA","53","NA||43||53||212||662","","","FSI NA","43","a0h0q000004KjRWAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|BNYM|BNYM - NA","0050q0000036HRvAAM","","","","BNYM","212","BNYM - NA","662","","","","",""
"BFS-NA","53","NA||43||53||212||663","","","FSI NA","43","a0h0q000004KjRXAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|BNYM|ComputerShare - NA","0050q0000036HRvAAM","","","","BNYM","212","ComputerShare - NA","663","","","","",""
"BFS-NA","53","NA||43||53||223||397","","","FSI NA","43","a0h0q000004KjRYAA0","NORTH AMERICA","NA","NORTH AMERICA|FSI NA|BFS-NA|GOVT INITIATIVES–NA|AMERICAN EXPRESS NA","0050q0000036HRvAAM","","","","GOVT INITIATIVES–NA","223","AMERICAN EXPRESS NA","397","","","","",""
