BU_DESC__c,BU_ID__c,Code_Indexing__c,COUNTRY_ID__c,COUNTRY__c,GM_DESC__c,GM_ID__c,MARKET_DESC__c,MARKET_ID__c,Name,Product_Id__c,Product_Name__c,RHMS_Vertical_Id__c,SBU1_DESC__c,SBU1_ID__c,SBU2_DESC__c,SBU2_ID__c,STATE_ID__c,SUBVERTICAL_DESC__c,SUBVERTICAL_ID__c,VERTICAL_DESC__c,VERTICAL_ID__c
Insurance-NA,11,NA||43||11||464||955,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUZ|SBUZ02,,,,SBUZ,464,SBUZ02,955,,,,,
Insurance-NA,11,NA||43||11||464||956,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUZ|SBUZ03,,,,SBUZ,464,SBUZ03,956,,,,,
Insurance-NA,11,NA||43||11||464||957,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|Insurance-NA|SBUZ|SBUZ04,,,,SBUZ,464,SBUZ04,957,,,,,
Healthcare-NA,15,NA||44||15||110||328,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PBM & INTERMEDIARIE|South,,,,PBM & INTERMEDIARIE,110,South,328,,,,,
Healthcare-NA,15,NA||44||15||110||329,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PBM & INTERMEDIARIE|EAST COAST,,,,PBM & INTERMEDIARIE,110,EAST COAST,329,,,,,
Healthcare-NA,15,NA||44||15||110||330,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PBM & INTERMEDIARIE|UHG,,,,PBM & INTERMEDIARIE,110,UHG,330,,,,,
Healthcare-NA,15,NA||44||15||110||331,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PBM & INTERMEDIARIE|MIDWEST,,,,PBM & INTERMEDIARIE,110,MIDWEST,331,,,,,
Healthcare-NA,15,NA||44||15||110||337,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PBM & INTERMEDIARIE|PBM & INTERMEDIARIE.,,,,PBM & INTERMEDIARIE,110,PBM & INTERMEDIARIE.,337,,,,,
Healthcare-NA,15,NA||44||15||376||582,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|Trizetto Solutions|Trizetto Solutions,,,,Trizetto Solutions,376,Trizetto Solutions,582,,,,,
Healthcare-NA,15,NA||44||15||376||922,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|Trizetto Solutions|Kbace,,,,Trizetto Solutions,376,Kbace,922,,,,,
Healthcare-NA,15,NA||44||15||559||1117,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|West SBU|TZ Paper,,,,West SBU,559,TZ Paper,1117,,,,,
Healthcare-NA,15,NA||44||15||559||1118,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|West SBU|CTS Paper,,,,West SBU,559,CTS Paper,1118,,,,,
Healthcare-NA,15,NA||44||15||559||1119,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|West SBU|Anthem,,,,West SBU,559,Anthem,1119,,,,,
Healthcare-NA,15,NA||44||15||560||1120,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PHS SBU|NorthEast Provider,,,,PHS SBU,560,NorthEast Provider,1120,,,,,
Healthcare-NA,15,NA||44||15||560||1121,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PHS SBU|SouthEast Provider,,,,PHS SBU,560,SouthEast Provider,1121,,,,,
Healthcare-NA,15,NA||44||15||560||1122,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PHS SBU|TPS Provider,,,,PHS SBU,560,TPS Provider,1122,,,,,
Healthcare-NA,15,NA||44||15||560||1123,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PHS SBU|NorthWest Provider,,,,PHS SBU,560,NorthWest Provider,1123,,,,,
Healthcare-NA,15,NA||44||15||560||1124,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PHS SBU|SouthWest Provider,,,,PHS SBU,560,SouthWest Provider,1124,,,,,
Healthcare-NA,15,NA||44||15||561||1125,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (CE)|Cigna,,,,PCC (CE),561,Cigna,1125,,,,,
Healthcare-NA,15,NA||44||15||561||1126,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (CE)|Emblem,,,,PCC (CE),561,Emblem,1126,,,,,
Healthcare-NA,15,NA||44||15||561||1127,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (CE)|UHG,,,,PCC (CE),561,UHG,1127,,,,,
Healthcare-NA,15,NA||44||15||562||1138,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (ACAU) SBU|UHG,,,,PCC (ACAU) SBU,562,UHG,1138,,,,,
Healthcare-NA,15,NA||44||15||562||1165,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (ACAU) SBU|Aetna,,,,PCC (ACAU) SBU,562,Aetna,1165,,,,,
Healthcare-NA,15,NA||44||15||562||1166,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|PCC (ACAU) SBU|Anthem,,,,PCC (ACAU) SBU,562,Anthem,1166,,,,,
Healthcare-NA,15,NA||44||15||563||1128,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|TZ Alliance SBU|TZ Alliance SBU,,,,TZ Alliance SBU,563,TZ Alliance SBU,1128,,,,,
Healthcare-NA,15,NA||44||15||564||1129,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|East,,,,East SBU,564,East,1129,,,,,
Healthcare-NA,15,NA||44||15||564||1130,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|North East,,,,East SBU,564,North East,1130,,,,,
Healthcare-NA,15,NA||44||15||564||1131,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|Aetna,,,,East SBU,564,Aetna,1131,,,,,
Healthcare-NA,15,NA||44||15||564||1132,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|Midwest,,,,East SBU,564,Midwest,1132,,,,,
Healthcare-NA,15,NA||44||15||564||1153,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES6 Horizon,,,,East SBU,564,ES6 Horizon,1153,,,,,
Healthcare-NA,15,NA||44||15||564||1154,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES5 KYOH,,,,East SBU,564,ES5 KYOH,1154,,,,,
Healthcare-NA,15,NA||44||15||564||1155,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES2 NESE,,,,East SBU,564,ES2 NESE,1155,,,,,
Healthcare-NA,15,NA||44||15||564||1156,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES3 IL,,,,East SBU,564,ES3 IL,1156,,,,,
Healthcare-NA,15,NA||44||15||564||1157,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES7 Government,,,,East SBU,564,ES7 Government,1157,,,,,
Healthcare-NA,15,NA||44||15||564||1158,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES1 RIMINC,,,,East SBU,564,ES1 RIMINC,1158,,,,,
Healthcare-NA,15,NA||44||15||564||1159,,,HEALTH NA,44,NORTH AMERICA,NA,NORTH AMERICA|HEALTH NA|Healthcare-NA|East SBU|ES4 MidAtlantic,,,,East SBU,564,ES4 MidAtlantic,1159,,,,,
RCGTH-NA,1,NA||46||1||428||829,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West|Travel Provider,,,,T&H US South West,428,Travel Provider,829,,,,,
RCGTH-NA,1,NA||46||1||428||830,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West|Travel Intermediary,,,,T&H US South West,428,Travel Intermediary,830,,,,,
RCGTH-NA,1,NA||46||1||428||831,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West|Hospitality,,,,T&H US South West,428,Hospitality,831,,,,,
RCGTH-NA,1,NA||46||1||428||832,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West|Real Estate,,,,T&H US South West,428,Real Estate,832,,,,,
RCGTH-NA,1,NA||46||1||428||833,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West|Restaurant & Food Services,,,,T&H US South West,428,Restaurant & Food Services,833,,,,,
RCGTH-NA,1,NA||46||1||428,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South West,,,,T&H US South West,428,,,,,,,
RCGTH-NA,1,NA||46||1||429||824,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East|Travel Provider,,,,T&H US South East,429,Travel Provider,824,,,,,
RCGTH-NA,1,NA||46||1||429||825,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East|Travel Intermediary,,,,T&H US South East,429,Travel Intermediary,825,,,,,
RCGTH-NA,1,NA||46||1||429||826,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East|Hospitality,,,,T&H US South East,429,Hospitality,826,,,,,
RCGTH-NA,1,NA||46||1||429||827,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East|Real Estate,,,,T&H US South East,429,Real Estate,827,,,,,
RCGTH-NA,1,NA||46||1||429||828,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East|Restaurant & Food Services,,,,T&H US South East,429,Restaurant & Food Services,828,,,,,
RCGTH-NA,1,NA||46||1||429,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South East,,,,T&H US South East,429,,,,,,,
RCGTH-NA,1,NA||46||1||430||819,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central|Travel Provider,,,,T&H US South Central,430,Travel Provider,819,,,,,
RCGTH-NA,1,NA||46||1||430||820,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central|Travel Intermediary,,,,T&H US South Central,430,Travel Intermediary,820,,,,,
RCGTH-NA,1,NA||46||1||430||821,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central|Hospitality,,,,T&H US South Central,430,Hospitality,821,,,,,
RCGTH-NA,1,NA||46||1||430||822,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central|Real Estate,,,,T&H US South Central,430,Real Estate,822,,,,,
RCGTH-NA,1,NA||46||1||430||823,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central|Restaurant & Food Services,,,,T&H US South Central,430,Restaurant & Food Services,823,,,,,
RCGTH-NA,1,NA||46||1||430,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US South Central,,,,T&H US South Central,430,,,,,,,
RCGTH-NA,1,NA||46||1||431||814,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West|Travel Provider,,,,T&H US North West,431,Travel Provider,814,,,,,
RCGTH-NA,1,NA||46||1||431||815,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West|Travel Intermediary,,,,T&H US North West,431,Travel Intermediary,815,,,,,
RCGTH-NA,1,NA||46||1||431||816,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West|Hospitality,,,,T&H US North West,431,Hospitality,816,,,,,
RCGTH-NA,1,NA||46||1||431||817,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West|Real Estate,,,,T&H US North West,431,Real Estate,817,,,,,
RCGTH-NA,1,NA||46||1||431||818,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West|Restaurant & Food Services,,,,T&H US North West,431,Restaurant & Food Services,818,,,,,
RCGTH-NA,1,NA||46||1||431,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North West,,,,T&H US North West,431,,,,,,,
RCGTH-NA,1,NA||46||1||432||809,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Travel Provider,,,,T&H US North Central,432,Travel Provider,809,,,,,
RCGTH-NA,1,NA||46||1||432||810,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Travel Intermediary,,,,T&H US North Central,432,Travel Intermediary,810,,,,,
RCGTH-NA,1,NA||46||1||432||811,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Hospitality,,,,T&H US North Central,432,Hospitality,811,,,,,
RCGTH-NA,1,NA||46||1||432||812,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Real Estate,,,,T&H US North Central,432,Real Estate,812,,,,,
RCGTH-NA,1,NA||46||1||432||813,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central|Restaurant & Food Services,,,,T&H US North Central,432,Restaurant & Food Services,813,,,,,
RCGTH-NA,1,NA||46||1||432,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US North Central,,,,T&H US North Central,432,,,,,,,
RCGTH-NA,1,NA||46||1||433||804,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Travel Provider,,,,T&H US Central Restaurants,433,Travel Provider,804,,,,,
RCGTH-NA,1,NA||46||1||433||805,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Travel Intermediary,,,,T&H US Central Restaurants,433,Travel Intermediary,805,,,,,
RCGTH-NA,1,NA||46||1||433||806,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Hospitality,,,,T&H US Central Restaurants,433,Hospitality,806,,,,,
RCGTH-NA,1,NA||46||1||433||807,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants|Real Estate,,,,T&H US Central Restaurants,433,Real Estate,807,,,,,
T&H-NA,151,NA|46|151|442|893,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|T&H-NA|T&H US North East|Real Estate,,,,T&H US North East,442,Real Estate,893,,,,,
RCGTH-NA,1,NA||46||1||433,,,RCGTH NA,46,NORTH AMERICA,NA,NORTH AMERICA|RCGTH NA|RCGTH-NA|T&H US Central Restaurants,,,,T&H US Central Restaurants,433,,,,,,,
Technology-NA,21,NA||45||21||263||528,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|SA SBU!|DevOps,,,,SA SBU!,263,DevOps,528,,,,,
Technology-NA,21,NA||45||21||291||529,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|HI TECH!|DevOps,,,,HI TECH!,291,DevOps,529,,,,,
Technology-NA,21,NA||45||21||532||1162,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Internet & Software|Software NA,,,,Internet & Software,532,Software NA,1162,,,,,
Technology-NA,21,NA||45||21||532||1163,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Internet & Software|Internet NA,,,,Internet & Software,532,Internet NA,1163,,,,,
Technology-NA,21,NA||45||21||535||1164,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Info Services|RE GROUP,,,,Info Services,535,RE GROUP,1164,,,,,
Technology-NA,21,NA||45||21||536||1116,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Google|LATAM,,,,Google,536,LATAM,1116,,,,,
Technology-NA,21,NA||45||21||537||1113,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|West,,,,Hi Tech,537,West,1113,,,,,
Technology-NA,21,NA||45||21||537||1114,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|Rest,,,,Hi Tech,537,Rest,1114,,,,,
Technology-NA,21,NA||45||21||537||1115,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|Hi Tech|Apple,,,,Hi Tech,537,Apple,1115,,,,,
Technology-NA,21,NA||45||21||65||150,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|ISV!|ISV - BUSINESS APPLI,,,,ISV!,65,ISV - BUSINESS APPLI,150,,,,,
Technology-NA,21,NA||45||21||65||151,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|ISV!|ISV - PRACTICE.,,,,ISV!,65,ISV - PRACTICE.,151,,,,,
Technology-NA,21,NA||45||21||65||526,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|ISV!|DevOps,,,,ISV!,65,DevOps,526,,,,,
Technology-NA,21,NA||45||21||67||422,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|OTHER TECH.|ISV- PRACTICE.,,,,OTHER TECH.,67,ISV- PRACTICE.,422,,,,,
Technology-NA,21,NA||45||21||68||527,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|Technology-NA|ONLINE SERVICES!|DevOps,,,,ONLINE SERVICES!,68,DevOps,527,,,,,
CommsMedia-NA,3,NA||45||3||284||571,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SE Comtech|itaas,,,,SE Comtech,284,itaas,571,,,,,
CommsMedia-NA,3,NA||45||3||286||715,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|ISV NA|itaas,,,,ISV NA,286,itaas,715,,,,,
CommsMedia-NA,3,NA||45||3||287||572,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|West Comtech|itaas,,,,West Comtech,287,itaas,572,,,,,
CommsMedia-NA,3,NA||45||3||288||570,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|NA Comms|itaas,,,,NA Comms,288,itaas,570,,,,,
CommsMedia-NA,3,NA||45||3||361||559,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|SIA - COMCAST,,,,SIA,361,SIA - COMCAST,559,,,,,
CommsMedia-NA,3,NA||45||3||361||560,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|SIA - APPLE,,,,SIA,361,SIA - APPLE,560,,,,,
CommsMedia-NA,3,NA||45||3||361||573,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA|itaas,,,,SIA,361,itaas,573,,,,,
CommsMedia-NA,3,NA||45||3||362||661,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|Online NA|Google Global,,,,Online NA,362,Google Global,661,,,,,
CommsMedia-NA,3,NA||45||3||394||750,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|Central Comtech|itaas,,,,Central Comtech,394,itaas,750,,,,,
CommsMedia-NA,3,NA||45||3||395||652,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|NE Comtech|itaas,,,,NE Comtech,395,itaas,652,,,,,
CommsMedia-NA,3,NA||45||3||396||657,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Comcast|itaas,,,,SIA Comcast,396,itaas,657,,,,,
CommsMedia-NA,3,NA||45||3||397||635,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|UK,,,,SIA Apple NA,397,UK,635,,,,,
CommsMedia-NA,3,NA||45||3||397||636,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|US,,,,SIA Apple NA,397,US,636,,,,,
CommsMedia-NA,3,NA||45||3||397||637,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|Brazil,,,,SIA Apple NA,397,Brazil,637,,,,,
CommsMedia-NA,3,NA||45||3||397||638,,,CMT NA,45,NORTH AMERICA,NA,NORTH AMERICA|CMT NA|CommsMedia-NA|SIA Apple NA|China,,,,SIA Apple NA,397,China,638,,,,,
BFS-NA,53,NA||43||53||117||226,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|CS US,,,,OTHERS.,117,CS US,226,,,,,
BFS-NA,53,NA||43||53||117||395,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|OTHERS - OTHERS,,,,OTHERS.,117,OTHERS - OTHERS,395,,,,,
BFS-NA,53,NA||43||53||117||473,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|BFS SINGAPORE-MALAY,,,,OTHERS.,117,BFS SINGAPORE-MALAY,473,,,,,
BFS-NA,53,NA||43||53||117||579,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|OTHERS.|FICO (US),,,,OTHERS.,117,FICO (US),579,,,,,
BFS-NA,53,NA||43||53||122||372,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|CANADA..,,,,JPMC-NA & CANADA,122,CANADA..,372,,,,,
BFS-NA,53,NA||43||53||122||373,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|JPMC NA,,,,JPMC-NA & CANADA,122,JPMC NA,373,,,,,
BFS-NA,53,NA||43||53||122||725,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|JPMC-NA & CANADA|LATIN AMERICA,,,,JPMC-NA & CANADA,122,LATIN AMERICA,725,,,,,
BFS-NA,53,NA||43||53||123||272,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|REST OF US|RESTOFUS-OTHERS,,,,REST OF US,123,RESTOFUS-OTHERS,272,,,,,
BFS-NA,53,NA||43||53||123||386,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|REST OF US|ROUS – SENIOR CP 1,,,,REST OF US,123,ROUS – SENIOR CP 1,386,,,,,
BFS-NA,53,NA||43||53||123||388,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|REST OF US|ROUS - SENIOR CP 2,,,,REST OF US,123,ROUS - SENIOR CP 2,388,,,,,
BFS-NA,53,NA||43||53||123||664,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|REST OF US|Wells Fargo - NA,,,,REST OF US,123,Wells Fargo - NA,664,,,,,
BFS-NA,53,NA||43||53||147||229,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|UBS - NA|UBS - NA - NA,,,,UBS - NA,147,UBS - NA - NA,229,,,,,
BFS-NA,53,NA||43||53||153||396,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|CPNE - OTHERS,,,,Americas East - (AMEAST),153,CPNE - OTHERS,396,,,,,
BFS-NA,53,NA||43||53||153||399,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP1 - CPNE,,,,Americas East - (AMEAST),153,SENIOR CP1 - CPNE,399,,,,,
BFS-NA,53,NA||43||53||153||400,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 2 - CPNE,,,,Americas East - (AMEAST),153,SENIOR CP 2 - CPNE,400,,,,,
BFS-NA,53,NA||43||53||153||457,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 3 - CPNE,,,,Americas East - (AMEAST),153,SENIOR CP 3 - CPNE,457,,,,,
BFS-NA,53,NA||43||53||153||548,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|SENIOR CP 4 – CPNE,,,,Americas East - (AMEAST),153,SENIOR CP 4 – CPNE,548,,,,,
BFS-NA,53,NA||43||53||153||658,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|AMERICAN EXPRESS NA,,,,Americas East - (AMEAST),153,AMERICAN EXPRESS NA,658,,,,,
BFS-NA,53,NA||43||53||153||659,,,FSI NA,43,NORTH AMERICA,NA,NORTH AMERICA|FSI NA|BFS-NA|Americas East - (AMEAST)|GOVT - NA,,,,Americas East - (AMEAST),153,GOVT - NA,659,,,,,
